id,taskid,state,npcid,talk,rank
288,100000071,0,-1,（怎么回事，夏皇似乎在考虑什么……）,2
289,100000071,0,9030006,咳，众人听好！本次仙缘大会的前三名，将由我师尊赤明道祖选取一人收为弟子！,3
290,100000071,0,-1,（竟是道祖收徒！那赤明道祖可是夏皇的师尊啊！看来这次仙缘大会，当真不凡！),4
291,100000071,0,9030006,在仙缘比武之前，你等可暂行歇息，好了，去吧！,5
292,100000071,2,9030008,山水图中我与纪宁结伴同行，不料混战间身中奇毒，无奈之下只好退出。,1
293,100000071,2,-1,真是遗憾，以师姐的实力本可晋级。,2
294,100000071,2,9030008,过去之事，无需惋惜。比起胜利，我在这仙缘大会中已收获了更重要的事物……,3
295,100000072,0,-1,想不到，想不到师姐与师兄竟已在山水图中结为连理，定下终身！,1
296,100000072,0,9030008,山水图中之事，外界看得真切。我原以为大家都已知晓……,2
297,100000072,0,-1,哈哈，我黑白学宫能在此大会造就一对道侣，这可是一段佳话啊。,3
298,100000072,2,-1,恭喜师兄，贺喜师兄啊！你可是当真了得，竟能在这明月山水图中抱得美人归啊！,1
299,100000072,2,9030004,莫要取笑，道侣一事……我本也有些犹豫。,2
300,100000073,0,9030004,你也听到那夏皇所说，这次仙缘大会事关道祖收徒，之后的竞争应该会更为激烈。,1
301,100000073,2,-1,尽力而为便是，我等修仙正是为了修一个无悔无憾！,1
302,100000074,0,9030003,哎呀呀，表弟竟与火虹仙子结为道侣。这可得快些准备两人儿女必要的东西才行！,1
303,100000074,0,-1,咳咳，郡主大人思虑的还真是有点远啊……,2
304,100000074,2,9030003,说起来，夏皇此次亲自举办这仙缘大会，不禁令人猜测其中的缘由。,1
305,100000074,2,-1,哦？听郡主大人这么说，这其中似乎还有什么隐秘？,2
306,100000074,2,9030003,确实有些猜测。根据我外公的说法，这或许和三十多年前，六道轮回崩坏一事有关。,3
307,100000075,0,9030003,六道轮回遭受神秘组织破坏，灵魂无法在三界之内流转，影响当然极大。,1
308,100000075,0,-1,（六道轮回崩坏，这恐怕就是指我与纪宁在地府经历的大劫了。）,2
309,100000075,0,9030003,动乱之时更显气运玄妙，此次仙缘大会，很可能会诞生未来的强者！,3
310,100000075,2,9030005,哈哈，今日真是开心！可惜余薇中途退场，否则我等四人齐踏仙缘比武，岂不美哉！,1
311,100000076,0,9030005,高兴归高兴，接下来的比武可不能大意。若成为赤明道祖弟子，可就和夏皇同辈了。,1
312,100000076,2,9030008,天芒殿传来消息，下一轮的仙缘比武终于要开始了。,1
313,100000077,0,9030012,哈哈，这余薇与纪宁真可说是天作之合！可惜此地已有月老，轮不到我来牵线塔桥。,1
314,100000077,0,-1,（此人道袍仙剑，于天芒殿内观战，莫不是传说中上洞八仙之一的吕洞宾！）,2
315,100000077,2,9030012,纪宁潜力极大，夏皇断然不肯放手。不如收余薇为徒，也算不枉此行。,1
316,100000078,0,9030006,众人的休憩看来已经足够，那么我于此宣布，仙缘比武正式开始！,1
317,100000078,2,9030006,纪宁名列第一，木传，黑石分列二三！但究竟收谁为徒，还得看我赤明道祖的决定。,1
318,100000078,2,-1,（纪宁成功了！赤明道祖，你可不能老眼昏花选了别人，可一定要选师兄啊！）,2
319,100000078,2,9030006,这……好吧，既然是师尊的意思。诸位，赤明道祖已经下了决定，他选择的弟子便是……,3
320,100000078,2,9030006,木传真人！,4
321,100000079,0,-1,这赤明道祖怎么能这样，明明是你夺得了这仙缘大会的第一，他反倒选了别人？,1
322,100000079,0,9030004,这也是没有办法的事，道祖想要选谁当弟子，不是我们能够决定的。,2
323,100000079,0,-1,余薇师姐都已被吕洞宾吕祖看中，收作弟子，反倒是你还没个着落。,3
324,100000079,0,9030004,不还有你在这陪着我么，你修为也是不俗，不知会有哪位上仙将你收为弟子。,4
325,100000079,2,9030009,哈哈，看二位一副懊恼的样子，可是烦恼尚未有大能者收你等为徒？,1
326,100000079,2,-1,咦，你是？（此人能在无人发现下接近我俩，恐怕也是天神真仙层次的存在。）,2
327,100000079,2,9030009,我乃三界中一逍遥之人，生自上古世界，也得道于上古，名为姜君。,3
328,100000079,2,-1,一位纯阳真仙，为何要特地来找我们？,4
329,100000079,2,9030009,当然是奉我师尊之名，前来接你二人前往我师尊所在的方寸山。,5
330,100000080,0,-1,你说方寸山！我曾听闻过这个地方。莫非，你的师尊就是那传说中的……,1
331,100000080,0,9030009,不错，方寸山，斜月三星洞，菩提道祖是也！,2
332,100000080,2,9030009,如何？你们可愿拜我这师尊为师？,1
333,100000080,2,-1,愿意，当然愿意。天哪，这可是道祖啊！纪宁，快答应下来！,2
334,100000080,2,9030009,纪宁，我师尊还让我带一句话给你，说……黄毛小熊，近来可好？,3
335,100000080,2,9030004,他知道……他知道我的水府之秘……不愧是三界最神秘的道祖。,4
336,100000080,2,9030009,好了，快随我来。一切事情就等到了我师尊所在的斜月大世界再说吧。,5
337,100000081,0,9040001,这便是由我师尊开辟的斜月大世界，若没有我师尊引领，三界无人能抵达此处。,1
338,100000081,0,-1,果然是道祖仙门，这方寸山的风景之美，都令人心境平和了许多。,2
339,100000081,2,9040001,随我来，师尊正在主殿等待我们过去。,1
340,100000082,0,9040001,师尊，二人已带到。,1
341,100000082,0,-1,拜见道祖！,2
342,100000082,0,9040002,我以一梦三界之法观那仙缘大会，看你二人颇有慧根，纪宁更得吾友三寿道人传承。,3
343,100000082,0,-1,三寿道人？,4
344,100000082,0,9040002,看来你这位师兄真是谨慎地很，此中详细连你这最亲密的人都没有透露。,5
345,100000082,2,9040002,你们自此便是我门下记名弟子，可居留于此方寸山学艺修行。,1
346,100000082,2,-1,是。,2
347,100000082,2,9040002,至于三寿水府一事的详细，就让纪宁亲自告知于你吧。,3
348,100000083,0,9040003,我自幼于翼蛇湖遭遇奇遇，得三寿道人传承，成水府之主。其中缘由便是如此这般。,1
349,100000083,0,-1,竟然是这样，你之前向我展示那水府试炼，也只说是偶然得之，我还有些疑惑。,2
350,100000083,0,9040003,不是为兄不想说，实在是水府事关重大，告知你可能反倒不利。,3
351,100000083,0,-1,的确如此……不论如何，师兄能获得这般造化，也总是好事一桩。,4
352,100000083,0,9040003,如今我们已是方寸山一脉弟子，此地有许多试炼傀儡，不妨前往一试。,5
353,100000083,2,9040004,动作术法如此利落，你的实力又有精进啊！,1
354,100000083,2,-1,白叔！你也随纪宁来了这里。,2
355,100000083,2,9040004,我是纪宁的灵兽，自然也随同来此。此地阵法玄妙，正好可以供我修行。,3
356,100000084,0,9040003,你已经见过了白叔？,1
357,100000084,0,-1,白叔身为灵兽，很难获得较好的修行机会。这次方寸山之行，对他也是机遇。,2
358,100000084,0,9040003,是啊。但说到灵兽，你似乎遗忘了另外一位呢。,3
359,100000084,0,-1,莫非是空青蛇，她也来了这里？,4
360,100000084,2,9040005,呜呜，真是气人，这神仙宫内的傀儡怎么这么难缠……可恶可恶。,1
361,100000084,2,-1,青青，看你的样子，是想要获得这神仙宫的内的术法神通？,2
362,100000084,2,9040005,当然啦！可要击败每层的傀儡才能获得选取术法的资格……小青我根本办不到啊！,3
363,100000085,0,9040005,对了，除了正面击败傀儡获取术法。似乎还能通过做杂活来换取资格！,1
364,100000085,0,-1,做杂活？这倒是新奇。,2
365,100000085,0,9040005,我看看这个术法……唔，换取方法竟是要拔去山门内的杂草。,3
366,100000085,0,-1,拔，拔草！？即便是黑白学宫时，也未曾安排过这种劳作……我们快去试试吧！,4
367,100000085,2,9040005,想不到你还挺怜香惜玉的，竟也帮我拔了几颗杂草。,1
368,100000085,2,-1,试试也不坏,修仙正是修心，这些简单的杂活中，似也能窥见一丝大的奥秘。,2
369,100000085,2,9040005,如此说来，我对道的感悟似也更深了些。多亏你，我总算是能够换取想要的术法了。,3
370,100000086,0,9040005,你的实力应该和主人相仿,应该能够正面战胜这些傀儡吧？,1
371,100000086,0,-1,我还未曾与这神仙宫前的傀儡对战呢。好，现在就来试试！,2
372,100000086,2,9040005,果然厉害，神仙宫的挑战对你来说根本不成问题呢。,1
373,100000086,2,-1,嗯，但据说三界宫中保存着一些更强大的术法，那才是我的目标。,2
374,100000087,0,9040004,三界宫所藏的玄功乃是真神以下第一神通，修之可使肉身坚若法宝，刀枪不入。,1
375,100000087,0,-1,如此厉害的神通，修炼的资格怕是极难获得。,2
376,100000087,0,9040004,不错，想获得修炼的资格，需收取一名大功德在身的弟子，至少得有功德金光百丈。,3
377,100000087,2,9040003,哈哈，看来你也想要获得那玄功术法。但功德金光百丈之人可不好找啊。,1
378,100000087,2,-1,这方寸山上从未见过有百丈金光之人，要寻这弟子，还得下山去才行。,2
379,100000088,0,9040003,下山一事虽是必要，但还是得先得到师尊应允才行。,1
380,100000088,0,-1,我这就去找师尊说明此事！,2
381,100000088,2,9040002,玄功的考验么，的确是为师指定的要求。,1
382,100000088,2,-1,那么师尊，我这就下山……,2
383,100000088,2,9040002,虽是为师指定的考验，但想要下山，你还需证明自身的实力才行。,3
384,100000089,0,9040001,咳咳，这可是师尊命我设下的考验。若是你不慎败了，可别怪师兄我刻意刁难哦。,1
385,100000089,0,-1,师兄无须担心，一些傀儡而已，拦不住我的。,2
386,100000089,2,9040003,既已顺利通过考验，就该是我们下山的时候了。,1
387,100000090,0,9040003,下界三块大陆中，就数星洲最为动荡。大功德者也更易于这种地方出现。,1
388,100000090,0,-1,那就先行前往星洲吧，恶龙江一带似乎有些动静。,2
389,100000090,2,9040006,谁能……救救我！,1
390,100000090,2,-1,似乎有人在呼救，过去看看。,2
391,100000091,0,9040006,二位仙人，请救救我……,1
392,100000091,0,-1,百丈功德金光！这少女就是我们要找的人！,2
393,100000091,0,9040003,但她似乎正被某些人追赶。,3
394,100000091,0,-1,一群修为高深的兵卫竟在此欺凌弱者，就让我们来教训他们一番！,4
395,100000091,2,9040006,在下青崖小雨，多谢二位……,1
396,100000091,2,9040003,独自一人能坚持这么久，不愧是功德气运深厚之人。话虽突然，但你可愿拜我为师？,2
397,100000091,2,9040006,祁国灭亡后，我已再无牵挂……弟子拜见师傅！,3
398,100000091,2,-1,我说等等，纪宁，这好不容易有了个合适人选，怎么又被你抢了。,4
399,100000091,2,9040003,咳咳，此事……这样吧，这是当初从少炎农处得来的巫江仙府之钥，就作为交换给你了。,5
400,100000092,0,9040001,你们竟真的在这斜月大世界中找到了功德金光百丈之人！,1
401,100000092,0,-1,只是到最后也仅仅找到一人，这好处还是给纪宁师兄抢去了。,2
402,100000092,0,9040001,缘分之事难以强求啊。说起来，这孩子也算是我的师侄了。,3
403,100000092,2,9040006,师叔，你与师傅所在这方寸山一脉究竟是？,1
404,100000092,2,-1,这方寸山乃是这斜月大世界最强大的宗门，甚至这世界都是由方寸山的老祖所创。,2
405,100000092,2,9040006,天，天哪……创造一个大世界，这方寸山的老祖究竟是何等境界！,3
406,100000093,0,9040006,如此雄伟的宗门，小雨定当在此苦修，不负师傅大恩！,1
407,100000093,0,-1,嗯，你修为尚浅。唯有实力真正强大，方可出外闯荡。,2
408,100000093,2,9040003,近来的修行提升逐渐缓慢，似已遇到了瓶颈，我想近日便启程返回大夏。,1
409,100000094,0,-1,前些日子师尊传唤我俩，表示三界暗流涌动，风波欲起。你恐怕是在担心大夏吧。,1
410,100000094,0,9040003,担心是其一，动荡之中也更易提升修为，助我等突破。,2
411,100000094,0,-1,的确如此，所谓宝剑锋从磨砺出，我这就去找师尊请示离开一事。,3
412,100000094,2,9040002,如我所料，你如今也到该离开的时候了。,1
413,100000094,2,-1,果然一切都瞒不过师尊。,2
414,100000094,2,9040002,你留在我方寸山，进步已是不大。往后在红尘中磨练，一切就都看你们自身了。,3
415,100000095,0,9040002,三界将有一场大的浩劫，你与纪宁同为大夏之人，危难之际需相互扶持，共渡难关。,1
