id,profession,equipid,equipsuit,equipplace,hp,minAttack,maxAttack,minDef,maxDef,strengthmax,kind,fire,ice,poison,dark,wind,resistance,atk_percent
1352,2,142157250,1,7,0,0,0,518,1209,32,1,0,0,0,0,0,0,0
1353,2,142157260,1,7,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
1354,2,142157270,1,7,0,0,0,777,1814,32,1,0,0,0,0,0,0,0
1355,2,142157280,1,7,0,0,0,907,2116,32,1,0,0,0,0,0,0,0
1356,2,142157290,1,7,0,0,0,1101,2570,32,1,0,0,0,0,0,0,0
1357,2,142157300,1,7,0,0,0,1296,3024,32,1,0,0,0,0,0,0,0
1358,2,143157220,1,7,0,0,0,75,176,32,1,0,0,0,0,0,0,0
1359,2,143157230,1,7,0,0,0,151,352,32,1,0,0,0,0,0,0,0
1360,2,143157240,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1361,2,143157250,1,7,0,0,0,302,705,32,1,0,0,0,0,0,0,0
1362,2,143157260,1,7,0,0,0,378,882,32,1,0,0,0,0,0,0,0
1363,2,143157270,1,7,0,0,0,453,1058,32,1,0,0,0,0,0,0,0
1364,2,143157280,1,7,0,0,0,529,1234,32,1,0,0,0,0,0,0,0
1365,2,143157290,1,7,0,0,0,642,1499,32,1,0,0,0,0,0,0,0
1366,2,143157300,1,7,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
1367,2,144157220,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1368,2,144157230,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1369,2,144157240,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1370,2,144157250,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1371,2,144157260,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1372,2,144157270,1,7,0,0,0,194,453,32,1,0,0,0,0,0,0,0
1373,2,144157280,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1374,2,144157290,1,7,0,0,0,275,642,32,1,0,0,0,0,0,0,0
1375,2,144157300,1,7,0,0,0,324,756,32,1,0,0,0,0,0,0,0
1376,2,145157210,1,7,0,0,0,7,18,32,1,0,0,0,0,0,0,0
1377,2,145157220,1,7,0,0,0,16,37,32,1,0,0,0,0,0,0,0
1378,2,145157230,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1379,2,145157240,1,7,0,0,0,48,113,32,1,0,0,0,0,0,0,0
1380,2,145157250,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1381,2,145157260,1,7,0,0,0,81,189,32,1,0,0,0,0,0,0,0
1382,2,145157270,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1383,2,145157280,1,7,0,0,0,113,264,32,1,0,0,0,0,0,0,0
1384,2,145157290,1,7,0,0,0,137,320,32,1,0,0,0,0,0,0,0
1385,2,145157300,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1386,3,141157350,1,7,0,0,0,673,1572,32,1,0,0,0,0,0,0,0
1387,3,141157360,1,7,0,0,0,842,1966,32,1,0,0,0,0,0,0,0
1388,3,141157370,1,7,0,0,0,1010,2358,32,1,0,0,0,0,0,0,0
1389,3,141157380,1,7,0,0,0,1179,2751,32,1,0,0,0,0,0,0,0
1390,3,141157390,1,7,0,0,0,1431,3341,32,1,0,0,0,0,0,0,0
1391,3,141157400,1,7,0,0,0,1685,3931,32,1,0,0,0,0,0,0,0
1392,3,142157320,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1393,3,142157330,1,7,0,0,0,259,604,32,1,0,0,0,0,0,0,0
1394,3,142157340,1,7,0,0,0,388,907,32,1,0,0,0,0,0,0,0
1395,3,142157350,1,7,0,0,0,518,1209,32,1,0,0,0,0,0,0,0
1396,3,142157360,1,7,0,0,0,648,1512,32,1,0,0,0,0,0,0,0
1397,3,142157370,1,7,0,0,0,777,1814,32,1,0,0,0,0,0,0,0
1398,3,142157380,1,7,0,0,0,907,2116,32,1,0,0,0,0,0,0,0
1399,3,142157390,1,7,0,0,0,1101,2570,32,1,0,0,0,0,0,0,0
1400,3,142157400,1,7,0,0,0,1296,3024,32,1,0,0,0,0,0,0,0
1401,3,143157320,1,7,0,0,0,75,176,32,1,0,0,0,0,0,0,0
1402,3,143157330,1,7,0,0,0,151,352,32,1,0,0,0,0,0,0,0
1403,3,143157340,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1404,3,143157350,1,7,0,0,0,302,705,32,1,0,0,0,0,0,0,0
1405,3,143157360,1,7,0,0,0,378,882,32,1,0,0,0,0,0,0,0
1406,3,143157370,1,7,0,0,0,453,1058,32,1,0,0,0,0,0,0,0
1407,3,143157380,1,7,0,0,0,529,1234,32,1,0,0,0,0,0,0,0
1408,3,143157390,1,7,0,0,0,642,1499,32,1,0,0,0,0,0,0,0
1409,3,143157400,1,7,0,0,0,756,1764,32,1,0,0,0,0,0,0,0
1410,3,144157320,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1411,3,144157330,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1412,3,144157340,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1413,3,144157350,1,7,0,0,0,129,302,32,1,0,0,0,0,0,0,0
1414,3,144157360,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1415,3,144157370,1,7,0,0,0,194,453,32,1,0,0,0,0,0,0,0
1416,3,144157380,1,7,0,0,0,226,529,32,1,0,0,0,0,0,0,0
1417,3,144157390,1,7,0,0,0,275,642,32,1,0,0,0,0,0,0,0
1418,3,144157400,1,7,0,0,0,324,756,32,1,0,0,0,0,0,0,0
1419,3,145157310,1,7,0,0,0,7,18,32,1,0,0,0,0,0,0,0
1420,3,145157320,1,7,0,0,0,16,37,32,1,0,0,0,0,0,0,0
1421,3,145157330,1,7,0,0,0,32,75,32,1,0,0,0,0,0,0,0
1422,3,145157340,1,7,0,0,0,48,113,32,1,0,0,0,0,0,0,0
1423,3,145157350,1,7,0,0,0,64,151,32,1,0,0,0,0,0,0,0
1424,3,145157360,1,7,0,0,0,81,189,32,1,0,0,0,0,0,0,0
1425,3,145157370,1,7,0,0,0,97,226,32,1,0,0,0,0,0,0,0
1426,3,145157380,1,7,0,0,0,113,264,32,1,0,0,0,0,0,0,0
1427,3,145157390,1,7,0,0,0,137,320,32,1,0,0,0,0,0,0,0
1428,3,145157400,1,7,0,0,0,162,378,32,1,0,0,0,0,0,0,0
1429,1,141154150,2,4,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1430,1,141154160,2,4,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1431,1,141154170,2,4,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1432,1,141154180,2,4,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1433,1,141154190,2,4,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1434,1,141154200,2,4,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1435,1,142154120,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1436,1,142154130,2,4,0,345,806,0,0,32,1,0,0,0,0,0,0,0
1437,1,142154140,2,4,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
1438,1,142154150,2,4,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
1439,1,142154160,2,4,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
1440,1,142154170,2,4,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
1441,1,142154180,2,4,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
1442,1,142154190,2,4,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
1443,1,142154200,2,4,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1444,1,143154120,2,4,0,100,235,0,0,32,1,0,0,0,0,0,0,0
1445,1,143154130,2,4,0,201,470,0,0,32,1,0,0,0,0,0,0,0
1446,1,143154140,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1447,1,143154150,2,4,0,403,940,0,0,32,1,0,0,0,0,0,0,0
1448,1,143154160,2,4,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
1449,1,143154170,2,4,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
1450,1,143154180,2,4,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
1451,1,143154190,2,4,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
1452,1,143154200,2,4,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1453,1,144154120,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1454,1,144154130,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1455,1,144154140,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1456,1,144154150,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1457,1,144154160,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1458,1,144154170,2,4,0,259,604,0,0,32,1,0,0,0,0,0,0,0
1459,1,144154180,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1460,1,144154190,2,4,0,367,856,0,0,32,1,0,0,0,0,0,0,0
1461,1,144154200,2,4,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1462,1,145154110,2,4,0,10,25,0,0,32,1,0,0,0,0,0,0,0
1463,1,145154120,2,4,0,21,50,0,0,32,1,0,0,0,0,0,0,0
1464,1,145154130,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1465,1,145154140,2,4,0,64,151,0,0,32,1,0,0,0,0,0,0,0
1466,1,145154150,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1467,1,145154160,2,4,0,108,252,0,0,32,1,0,0,0,0,0,0,0
1468,1,145154170,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1469,1,145154180,2,4,0,151,352,0,0,32,1,0,0,0,0,0,0,0
1470,1,145154190,2,4,0,183,428,0,0,32,1,0,0,0,0,0,0,0
1471,1,145154200,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1472,2,141154250,2,4,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1473,2,141154260,2,4,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1474,2,141154270,2,4,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1475,2,141154280,2,4,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1476,2,141154290,2,4,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1477,2,141154300,2,4,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1478,2,142154220,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1479,2,142154230,2,4,0,345,806,0,0,32,1,0,0,0,0,0,0,0
1480,2,142154240,2,4,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
1481,2,142154250,2,4,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
1482,2,142154260,2,4,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
1483,2,142154270,2,4,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
1484,2,142154280,2,4,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
1485,2,142154290,2,4,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
1486,2,142154300,2,4,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1487,2,143154220,2,4,0,100,235,0,0,32,1,0,0,0,0,0,0,0
1488,2,143154230,2,4,0,201,470,0,0,32,1,0,0,0,0,0,0,0
1489,2,143154240,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1490,2,143154250,2,4,0,403,940,0,0,32,1,0,0,0,0,0,0,0
1491,2,143154260,2,4,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
1492,2,143154270,2,4,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
1493,2,143154280,2,4,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
1494,2,143154290,2,4,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
1495,2,143154300,2,4,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1496,2,144154220,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1497,2,144154230,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1498,2,144154240,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1499,2,144154250,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1500,2,144154260,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1501,2,144154270,2,4,0,259,604,0,0,32,1,0,0,0,0,0,0,0
1502,2,144154280,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1503,2,144154290,2,4,0,367,856,0,0,32,1,0,0,0,0,0,0,0
1504,2,144154300,2,4,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1505,2,145154210,2,4,0,10,25,0,0,32,1,0,0,0,0,0,0,0
1506,2,145154220,2,4,0,21,50,0,0,32,1,0,0,0,0,0,0,0
1507,2,145154230,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1508,2,145154240,2,4,0,64,151,0,0,32,1,0,0,0,0,0,0,0
1509,2,145154250,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1510,2,145154260,2,4,0,108,252,0,0,32,1,0,0,0,0,0,0,0
1511,2,145154270,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1512,2,145154280,2,4,0,151,352,0,0,32,1,0,0,0,0,0,0,0
1513,2,145154290,2,4,0,183,428,0,0,32,1,0,0,0,0,0,0,0
1514,2,145154300,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1515,3,141154350,2,4,0,898,2096,0,0,32,1,0,0,0,0,0,0,0
1516,3,141154360,2,4,0,1123,2621,0,0,32,1,0,0,0,0,0,0,0
1517,3,141154370,2,4,0,1347,3145,0,0,32,1,0,0,0,0,0,0,0
1518,3,141154380,2,4,0,1572,3669,0,0,32,1,0,0,0,0,0,0,0
1519,3,141154390,2,4,0,1908,4455,0,0,32,1,0,0,0,0,0,0,0
1520,3,141154400,2,4,0,2246,5242,0,0,32,1,0,0,0,0,0,0,0
1521,3,142154320,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1522,3,142154330,2,4,0,345,806,0,0,32,1,0,0,0,0,0,0,0
1523,3,142154340,2,4,0,518,1209,0,0,32,1,0,0,0,0,0,0,0
1524,3,142154350,2,4,0,691,1612,0,0,32,1,0,0,0,0,0,0,0
1525,3,142154360,2,4,0,864,2016,0,0,32,1,0,0,0,0,0,0,0
1526,3,142154370,2,4,0,1036,2419,0,0,32,1,0,0,0,0,0,0,0
1527,3,142154380,2,4,0,1209,2822,0,0,32,1,0,0,0,0,0,0,0
1528,3,142154390,2,4,0,1468,3427,0,0,32,1,0,0,0,0,0,0,0
1529,3,142154400,2,4,0,1728,4032,0,0,32,1,0,0,0,0,0,0,0
1530,3,143154320,2,4,0,100,235,0,0,32,1,0,0,0,0,0,0,0
1531,3,143154330,2,4,0,201,470,0,0,32,1,0,0,0,0,0,0,0
1532,3,143154340,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1533,3,143154350,2,4,0,403,940,0,0,32,1,0,0,0,0,0,0,0
1534,3,143154360,2,4,0,504,1176,0,0,32,1,0,0,0,0,0,0,0
1535,3,143154370,2,4,0,604,1411,0,0,32,1,0,0,0,0,0,0,0
1536,3,143154380,2,4,0,705,1646,0,0,32,1,0,0,0,0,0,0,0
1537,3,143154390,2,4,0,856,1999,0,0,32,1,0,0,0,0,0,0,0
1538,3,143154400,2,4,0,1008,2352,0,0,32,1,0,0,0,0,0,0,0
1539,3,144154320,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1540,3,144154330,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1541,3,144154340,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1542,3,144154350,2,4,0,172,403,0,0,32,1,0,0,0,0,0,0,0
1543,3,144154360,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1544,3,144154370,2,4,0,259,604,0,0,32,1,0,0,0,0,0,0,0
1545,3,144154380,2,4,0,302,705,0,0,32,1,0,0,0,0,0,0,0
1546,3,144154390,2,4,0,367,856,0,0,32,1,0,0,0,0,0,0,0
1547,3,144154400,2,4,0,432,1008,0,0,32,1,0,0,0,0,0,0,0
1548,3,145154310,2,4,0,10,25,0,0,32,1,0,0,0,0,0,0,0
1549,3,145154320,2,4,0,21,50,0,0,32,1,0,0,0,0,0,0,0
1550,3,145154330,2,4,0,43,100,0,0,32,1,0,0,0,0,0,0,0
1551,3,145154340,2,4,0,64,151,0,0,32,1,0,0,0,0,0,0,0
1552,3,145154350,2,4,0,86,201,0,0,32,1,0,0,0,0,0,0,0
1553,3,145154360,2,4,0,108,252,0,0,32,1,0,0,0,0,0,0,0
1554,3,145154370,2,4,0,129,302,0,0,32,1,0,0,0,0,0,0,0
1555,3,145154380,2,4,0,151,352,0,0,32,1,0,0,0,0,0,0,0
1556,3,145154390,2,4,0,183,428,0,0,32,1,0,0,0,0,0,0,0
1557,3,145154400,2,4,0,216,504,0,0,32,1,0,0,0,0,0,0,0
1558,0,141163040,3,13,0,0,0,0,0,20,2,0,800,0,0,0,800,0
1559,0,141163060,3,13,0,0,0,0,0,25,2,0,1600,0,0,0,1600,0
1560,0,141163080,3,13,0,0,0,0,0,30,2,0,2400,0,0,0,2400,0
1561,0,141163090,3,13,0,0,0,0,0,35,2,0,3200,0,0,0,3200,0
1562,0,141163100,3,13,0,0,0,0,0,40,2,0,4000,0,0,0,4000,0
1563,0,141164040,3,14,0,0,0,0,0,20,2,0,0,0,800,800,0,0
1564,0,141164060,3,14,0,0,0,0,0,25,2,0,0,0,1600,1600,0,0
1565,0,141164080,3,14,0,0,0,0,0,30,2,0,0,0,2400,2400,0,0
1566,0,141164090,3,14,0,0,0,0,0,35,2,0,0,0,3200,3200,0,0
1567,0,141164100,3,14,0,0,0,0,0,40,2,0,0,0,4000,4000,0,0
1568,0,141165040,3,15,0,800,800,0,0,20,2,0,0,0,0,0,0,240
1569,0,141165060,3,15,0,1600,1600,0,0,25,2,0,0,0,0,0,0,480
1570,0,141165080,3,15,0,2400,2400,0,0,30,2,0,0,0,0,0,0,720
1571,0,141165090,3,15,0,3200,3200,0,0,35,2,0,0,0,0,0,0,960
1572,0,141165100,3,15,0,4000,4000,0,0,40,2,0,0,0,0,0,0,1200
1573,0,141166040,3,16,0,0,0,0,0,20,2,800,0,800,0,0,0,0
1574,0,141166060,3,16,0,0,0,0,0,25,2,1600,0,1600,0,0,0,0
1575,0,141166080,3,16,0,0,0,0,0,30,2,2400,0,2400,0,0,0,0
1576,0,141166090,3,16,0,0,0,0,0,35,2,3200,0,3200,0,0,0,0
1577,0,141166100,3,16,0,0,0,0,0,40,2,4000,0,4000,0,0,0,0
1578,0,142163040,3,13,0,0,0,0,0,16,2,0,400,0,0,0,400,0
1579,0,142163060,3,13,0,0,0,0,0,20,2,0,800,0,0,0,800,0
1580,0,142163080,3,13,0,0,0,0,0,24,2,0,1200,0,0,0,1200,0
1581,0,142163090,3,13,0,0,0,0,0,28,2,0,1600,0,0,0,1600,0
1582,0,142163100,3,13,0,0,0,0,0,32,2,0,2000,0,0,0,2000,0
1583,0,142164040,3,14,0,0,0,0,0,16,2,0,0,0,400,400,0,0
1584,0,142164060,3,14,0,0,0,0,0,20,2,0,0,0,800,800,0,0
1585,0,142164080,3,14,0,0,0,0,0,24,2,0,0,0,1200,1200,0,0
1586,0,142164090,3,14,0,0,0,0,0,28,2,0,0,0,1600,1600,0,0
1587,0,142164100,3,14,0,0,0,0,0,32,2,0,0,0,2000,2000,0,0
1588,0,142165040,3,15,0,400,400,0,0,16,2,0,0,0,0,0,0,120
1589,0,142165060,3,15,0,800,800,0,0,20,2,0,0,0,0,0,0,240
1590,0,142165080,3,15,0,1200,1200,0,0,24,2,0,0,0,0,0,0,360
1591,0,142165090,3,15,0,1600,1600,0,0,28,2,0,0,0,0,0,0,480
1592,0,142165100,3,15,0,2000,2000,0,0,32,2,0,0,0,0,0,0,600
1593,0,142166040,3,16,0,0,0,0,0,16,2,400,0,400,0,0,0,0
1594,0,142166060,3,16,0,0,0,0,0,20,2,800,0,800,0,0,0,0
1595,0,142166080,3,16,0,0,0,0,0,24,2,1200,0,1200,0,0,0,0
1596,0,142166090,3,16,0,0,0,0,0,28,2,1600,0,1600,0,0,0,0
1597,0,142166100,3,16,0,0,0,0,0,32,2,2000,0,2000,0,0,0,0
1598,0,143163040,3,13,0,0,0,0,0,8,2,0,200,0,0,0,200,0
1599,0,143163060,3,13,0,0,0,0,0,10,2,0,400,0,0,0,400,0
1600,0,143163080,3,13,0,0,0,0,0,12,2,0,600,0,0,0,600,0
1601,0,143163090,3,13,0,0,0,0,0,14,2,0,800,0,0,0,800,0
1602,0,143163100,3,13,0,0,0,0,0,16,2,0,1000,0,0,0,1000,0
1603,0,143164040,3,14,0,0,0,0,0,8,2,0,0,0,200,200,0,0
1604,0,143164060,3,14,0,0,0,0,0,10,2,0,0,0,400,400,0,0
1605,0,143164080,3,14,0,0,0,0,0,12,2,0,0,0,600,600,0,0
1606,0,143164090,3,14,0,0,0,0,0,14,2,0,0,0,800,800,0,0
1607,0,143164100,3,14,0,0,0,0,0,16,2,0,0,0,1000,1000,0,0
1608,0,143165040,3,15,0,200,200,0,0,8,2,0,0,0,0,0,0,60
1609,0,143165060,3,15,0,400,400,0,0,10,2,0,0,0,0,0,0,120
1610,0,143165080,3,15,0,600,600,0,0,12,2,0,0,0,0,0,0,180
1611,0,143165090,3,15,0,800,800,0,0,14,2,0,0,0,0,0,0,240
1612,0,143165100,3,15,0,1000,1000,0,0,16,2,0,0,0,0,0,0,300
1613,0,143166040,3,16,0,0,0,0,0,8,2,200,0,200,0,0,0,0
1614,0,143166060,3,16,0,0,0,0,0,10,2,400,0,400,0,0,0,0
1615,0,143166080,3,16,0,0,0,0,0,12,2,600,0,600,0,0,0,0
1616,0,143166090,3,16,0,0,0,0,0,14,2,800,0,800,0,0,0,0
1617,0,143166100,3,16,0,0,0,0,0,16,2,1000,0,1000,0,0,0,0
1618,0,144163040,3,13,0,0,0,0,0,4,2,0,100,0,0,0,100,0
1619,0,144163060,3,13,0,0,0,0,0,6,2,0,200,0,0,0,200,0
1620,0,144163080,3,13,0,0,0,0,0,8,2,0,300,0,0,0,300,0
1621,0,144163090,3,13,0,0,0,0,0,10,2,0,400,0,0,0,400,0
1622,0,144163100,3,13,0,0,0,0,0,12,2,0,500,0,0,0,500,0
1623,0,144164040,3,14,0,0,0,0,0,4,2,0,0,0,100,100,0,0
1624,0,144164060,3,14,0,0,0,0,0,6,2,0,0,0,200,200,0,0
1625,0,144164080,3,14,0,0,0,0,0,8,2,0,0,0,300,300,0,0
1626,0,144164090,3,14,0,0,0,0,0,10,2,0,0,0,400,400,0,0
1627,0,144164100,3,14,0,0,0,0,0,12,2,0,0,0,500,500,0,0
1628,0,144165040,3,15,0,100,100,0,0,4,2,0,0,0,0,0,0,30
1629,0,144165060,3,15,0,200,200,0,0,6,2,0,0,0,0,0,0,60
1630,0,144165080,3,15,0,300,300,0,0,8,2,0,0,0,0,0,0,90
1631,0,144165090,3,15,0,400,400,0,0,10,2,0,0,0,0,0,0,120
1632,0,144165100,3,15,0,500,500,0,0,12,2,0,0,0,0,0,0,150
1633,0,144166040,3,16,0,0,0,0,0,4,2,100,0,100,0,0,0,0
1634,0,144166060,3,16,0,0,0,0,0,6,2,200,0,200,0,0,0,0
1635,0,144166080,3,16,0,0,0,0,0,8,2,300,0,300,0,0,0,0
1636,0,144166090,3,16,0,0,0,0,0,10,2,400,0,400,0,0,0,0
1637,0,144166100,3,16,0,0,0,0,0,12,2,500,0,500,0,0,0,0
1638,1,141151410,1,1,0,0,0,1614,3767,32,1,0,0,0,0,0,0,0
1639,1,141152410,1,2,161460,0,0,1937,4520,32,1,0,0,0,0,0,0,0
1640,1,141153410,1,3,80730,0,0,968,2260,32,1,0,0,0,0,0,0,0
1641,1,141154410,2,4,0,2583,6027,0,0,32,1,0,0,0,0,0,0,0
1642,1,141155410,1,5,161460,0,0,0,0,32,1,0,0,0,0,0,0,0
1643,1,141156410,1,6,134550,0,0,0,0,32,1,0,0,0,0,0,0,0
1644,1,141157410,1,7,0,0,0,1937,4520,32,1,0,0,0,0,0,0,0
1645,1,141158410,2,8,0,2260,5274,0,0,32,1,0,0,0,0,0,0,0
1646,1,141159410,2,9,0,1937,4520,0,0,32,1,0,0,0,0,0,0,0
1647,1,141160410,2,10,0,1937,4520,0,0,32,1,0,0,0,0,0,0,0
1648,1,141161410,2,11,0,4843,11302,0,0,32,1,0,0,0,0,0,0,0
1649,1,141162410,2,12,0,2583,6027,0,0,32,1,0,0,0,0,0,0,0
1650,1,142151410,1,1,0,0,0,1242,2898,32,1,0,0,0,0,0,0,0
1651,1,142152410,1,2,124200,0,0,1490,3477,32,1,0,0,0,0,0,0,0
1652,1,142153410,1,3,62100,0,0,745,1738,32,1,0,0,0,0,0,0,0
1653,1,142154410,2,4,0,1987,4636,0,0,32,1,0,0,0,0,0,0,0
1654,1,142155410,1,5,124200,0,0,0,0,32,1,0,0,0,0,0,0,0
1655,1,142156410,1,6,103500,0,0,0,0,32,1,0,0,0,0,0,0,0
1656,1,142157410,1,7,0,0,0,1490,3477,32,1,0,0,0,0,0,0,0
1657,1,142158410,2,8,0,1738,4057,0,0,32,1,0,0,0,0,0,0,0
1658,1,142159410,2,9,0,1490,3477,0,0,32,1,0,0,0,0,0,0,0
1659,1,142160410,2,10,0,1490,3477,0,0,32,1,0,0,0,0,0,0,0
1660,1,142161410,2,11,0,3726,8694,0,0,32,1,0,0,0,0,0,0,0
1661,1,142162410,2,12,0,1987,4636,0,0,32,1,0,0,0,0,0,0,0
1662,1,143151410,1,1,0,0,0,724,1689,32,1,0,0,0,0,0,0,0
1663,1,143152410,1,2,72450,0,0,869,2028,32,1,0,0,0,0,0,0,0
1664,1,143153410,1,3,36225,0,0,434,1013,32,1,0,0,0,0,0,0,0
1665,1,143154410,2,4,0,1159,2704,0,0,32,1,0,0,0,0,0,0,0
1666,1,143155410,1,5,72450,0,0,0,0,32,1,0,0,0,0,0,0,0
1667,1,143156410,1,6,60375,0,0,0,0,32,1,0,0,0,0,0,0,0
1668,1,143157410,1,7,0,0,0,869,2028,32,1,0,0,0,0,0,0,0
1669,1,143158410,2,8,0,1014,2366,0,0,32,1,0,0,0,0,0,0,0
1670,1,143159410,2,9,0,869,2028,0,0,32,1,0,0,0,0,0,0,0
1671,1,143160410,2,10,0,869,2028,0,0,32,1,0,0,0,0,0,0,0
1672,1,143161410,2,11,0,2173,5070,0,0,32,1,0,0,0,0,0,0,0
1673,1,143162410,2,12,0,1159,2704,0,0,32,1,0,0,0,0,0,0,0
1674,1,144151410,1,1,0,0,0,311,725,32,1,0,0,0,0,0,0,0
1675,1,144152410,1,2,31050,0,0,373,869,32,1,0,0,0,0,0,0,0
1676,1,144153410,1,3,15525,0,0,186,435,32,1,0,0,0,0,0,0,0
1677,1,144154410,2,4,0,497,1159,0,0,32,1,0,0,0,0,0,0,0
1678,1,144155410,1,5,31050,0,0,0,0,32,1,0,0,0,0,0,0,0
1679,1,144156410,1,6,25875,0,0,0,0,32,1,0,0,0,0,0,0,0
1680,1,144157410,1,7,0,0,0,373,869,32,1,0,0,0,0,0,0,0
1681,1,144158410,2,8,0,435,1014,0,0,32,1,0,0,0,0,0,0,0
1682,1,144159410,2,9,0,373,869,0,0,32,1,0,0,0,0,0,0,0
1683,1,144160410,2,10,0,373,869,0,0,32,1,0,0,0,0,0,0,0
1684,1,144161410,2,11,0,932,2174,0,0,32,1,0,0,0,0,0,0,0
